"sim","x","y","t"
"beta1",441734.189002614,4618504.87915749,2022-05-18 16:00:00
"beta1",441671.961391643,4619673.95671687,2022-05-18 17:00:00
"beta1",441696.337585169,4618737.75874534,2022-05-18 18:00:00
"beta1",440269.751518395,4618539.43866997,2022-05-18 19:00:00
"beta1",439959.188490534,4617990.60661029,2022-05-18 20:00:00
"beta1",439526.114585926,4617300.32108779,2022-05-18 21:00:00
"beta1",438799.367692202,4617741.3658063,2022-05-18 22:00:00
"beta1",438937.028181851,4617535.69312102,2022-05-18 23:00:00
"beta1",439489.83352416,4617984.77002132,2022-05-19 00:00:00
"beta1",440354.050675379,4618135.60061884,2022-05-19 01:00:00
"beta1",440259.67200099,4618665.8736206,2022-05-19 02:00:00
"beta1",440145.210913516,4618367.57775809,2022-05-19 03:00:00
"beta1",440694.708404376,4617843.43603452,2022-05-19 04:00:00
"beta1",440400.564507317,4617794.90233685,2022-05-19 05:00:00
"beta1",441089.568140373,4618317.11554921,2022-05-19 06:00:00
"beta1",440969.485989776,4617963.92975012,2022-05-19 07:00:00
"beta1",441635.611852574,4618798.11448873,2022-05-19 08:00:00
"beta1",441807.661717374,4618611.70334877,2022-05-19 09:00:00
"beta1",441731.55592302,4619083.49547818,2022-05-19 10:00:00
"beta1",441966.255874209,4619289.42070088,2022-05-19 11:00:00
"beta1",442231.742207431,4620041.30984944,2022-05-19 12:00:00
"beta1",441505.02839742,4620107.20737227,2022-05-19 13:00:00
"beta1",441887.4428412,4620109.75380196,2022-05-19 14:00:00
"beta1",442104.202554994,4620566.41880588,2022-05-19 15:00:00
"beta1",442867.843776391,4620882.38176624,2022-05-19 16:00:00
"beta1",443197.147237399,4621626.01432113,2022-05-19 17:00:00
"beta1",442765.070262295,4621037.28100963,2022-05-19 18:00:00
"beta1",442448.708313531,4620683.50201597,2022-05-19 19:00:00
"beta1",441308.587495176,4620572.28020183,2022-05-19 20:00:00
"beta1",441078.060272233,4620280.08069136,2022-05-19 21:00:00
"beta1",440658.585547411,4619830.29520706,2022-05-19 22:00:00
"beta1",439930.73567705,4620225.14028991,2022-05-19 23:00:00
"beta1",440989.402154435,4620029.78065703,2022-05-20 00:00:00
"beta1",440620.014348155,4620394.04438457,2022-05-20 01:00:00
"beta1",440096.607031544,4620918.41290429,2022-05-20 02:00:00
"beta1",440755.183205961,4621083.01602401,2022-05-20 03:00:00
"beta1",440403.787601372,4621133.86032222,2022-05-20 04:00:00
"beta1",440130.350497647,4620387.4958953,2022-05-20 05:00:00
"beta1",439542.970015147,4619073.57062444,2022-05-20 06:00:00
"beta1",438602.103276812,4619792.09952572,2022-05-20 07:00:00
"beta1",439274.831619675,4619126.43139232,2022-05-20 08:00:00
"beta1",440107.758336501,4619768.06070658,2022-05-20 09:00:00
"beta1",440502.183246162,4620191.74921605,2022-05-20 10:00:00
"beta1",440586.2149874,4621751.01784673,2022-05-20 11:00:00
"beta1",441005.040576734,4620652.8704274,2022-05-20 12:00:00
"beta1",440891.525063154,4621711.93199457,2022-05-20 13:00:00
"beta1",442212.996738777,4622357.84096812,2022-05-20 14:00:00
"beta1",442872.649472698,4622639.95351191,2022-05-20 15:00:00
"beta1",442288.814629704,4623171.91147962,2022-05-20 16:00:00
"beta1",442629.549005906,4623160.5824804,2022-05-20 17:00:00
"beta1",442295.935685049,4623454.89858124,2022-05-20 18:00:00
"beta1",442505.61827027,4622592.82200292,2022-05-20 19:00:00
"beta1",441482.800010053,4622536.22217386,2022-05-20 20:00:00
"beta1",441416.174139959,4623631.20827438,2022-05-20 21:00:00
"beta1",441955.817528717,4623736.23442639,2022-05-20 22:00:00
"beta1",442707.520307639,4623839.14516495,2022-05-20 23:00:00
"beta1",441281.754671791,4624079.2638491,2022-05-21 00:00:00
"beta1",441598.152390371,4623899.97612537,2022-05-21 01:00:00
"beta1",441609.706014866,4624359.48641207,2022-05-21 02:00:00
"beta1",441687.343763216,4624136.20888764,2022-05-21 03:00:00
"beta1",441187.522692693,4623871.6137977,2022-05-21 04:00:00
"beta1",440851.004401643,4624464.41552727,2022-05-21 05:00:00
"beta1",440039.378827522,4625036.24989314,2022-05-21 06:00:00
"beta1",441168.093124013,4624902.13436236,2022-05-21 07:00:00
"beta1",441937.736667855,4625905.62139629,2022-05-21 08:00:00
"beta1",442433.044473396,4626256.5056427,2022-05-21 09:00:00
"beta1",442684.263932264,4627266.8250764,2022-05-21 10:00:00
"beta1",442712.706483608,4626824.55461029,2022-05-21 11:00:00
"beta1",442287.67262937,4627201.15844293,2022-05-21 12:00:00
"beta1",442754.976702377,4627244.01707092,2022-05-21 13:00:00
"beta1",442473.461790653,4627624.77902715,2022-05-21 14:00:00
"beta1",442845.370541669,4627562.11960315,2022-05-21 15:00:00
"beta1",442852.303979967,4628425.29230994,2022-05-21 16:00:00
"beta1",443146.947802699,4627640.05474629,2022-05-21 17:00:00
"beta1",442313.259837747,4628517.84994792,2022-05-21 18:00:00
"beta1",442424.885765843,4628006.16280019,2022-05-21 19:00:00
"beta1",441793.318054576,4628350.48031953,2022-05-21 20:00:00
"beta1",442291.179677465,4627971.40342366,2022-05-21 21:00:00
"beta1",441559.734762268,4627917.9194308,2022-05-21 22:00:00
"beta1",441912.62462157,4627817.41293615,2022-05-21 23:00:00
"beta1",442166.822444339,4628007.45700408,2022-05-22 00:00:00
"beta1",441640.937570245,4628620.72892603,2022-05-22 01:00:00
"beta1",441718.138825937,4627770.20663934,2022-05-22 02:00:00
"beta1",441252.301263525,4628085.96312497,2022-05-22 03:00:00
"beta1",441325.422608533,4627880.30975837,2022-05-22 04:00:00
"beta1",441704.900625601,4628537.84089845,2022-05-22 05:00:00
"beta1",441757.994854902,4629233.62377217,2022-05-22 06:00:00
"beta1",441842.389519252,4629537.92381807,2022-05-22 07:00:00
"beta1",442084.552712383,4629994.54603248,2022-05-22 08:00:00
"beta1",442138.107217314,4629626.98475322,2022-05-22 09:00:00
"beta1",441772.451734247,4630975.04578874,2022-05-22 10:00:00
"beta1",441283.098913183,4631192.44727843,2022-05-22 11:00:00
"beta1",440812.714486316,4630784.59633391,2022-05-22 12:00:00
"beta1",440354.334745911,4630276.85655026,2022-05-22 13:00:00
"beta1",439721.093284538,4629899.86580767,2022-05-22 14:00:00
"beta1",439721.903208832,4629529.44142241,2022-05-22 15:00:00
"beta1",439173.480143846,4629281.56262711,2022-05-22 16:00:00
"beta1",438458.881260789,4628743.82040848,2022-05-22 17:00:00
"beta1",438472.435669295,4628028.50591554,2022-05-22 18:00:00
"beta1",438222.462898085,4627616.37718942,2022-05-22 19:00:00
"beta1",436923.43625872,4627851.42370527,2022-05-22 20:00:00
"beta1",437302.703219169,4627680.1106277,2022-05-22 21:00:00
"beta1",437071.804993614,4627941.10447699,2022-05-22 22:00:00
"beta1",437577.598811296,4627247.43152872,2022-05-22 23:00:00
"beta1",437247.49139492,4626928.15033564,2022-05-23 00:00:00
"beta1",437329.124780737,4627642.84822087,2022-05-23 01:00:00
"beta1",437172.831758718,4628425.17958891,2022-05-23 02:00:00
"beta1",437074.606062494,4628827.81089431,2022-05-23 03:00:00
"beta1",437640.960886045,4628716.42065001,2022-05-23 04:00:00
"beta1",437385.988106661,4629143.33329548,2022-05-23 05:00:00
"beta1",437601.412968053,4629563.11906643,2022-05-23 06:00:00
"beta1",437102.971696355,4628953.20539015,2022-05-23 07:00:00
"beta1",436664.66199121,4628395.87511001,2022-05-23 08:00:00
"beta1",437497.670256941,4628178.91789676,2022-05-23 09:00:00
"beta1",437123.290976721,4628324.04600361,2022-05-23 10:00:00
"beta1",437310.552256101,4627148.86220464,2022-05-23 11:00:00
"beta1",438044.912225002,4627122.27082469,2022-05-23 12:00:00
"beta1",438163.274375559,4627602.92823608,2022-05-23 13:00:00
"beta1",438569.264304161,4626603.13813615,2022-05-23 14:00:00
"beta1",438131.724045759,4626371.26124899,2022-05-23 15:00:00
"beta1",438473.946676672,4625917.46170244,2022-05-23 16:00:00
"beta1",439467.257655669,4625637.61351992,2022-05-23 17:00:00
"beta1",439645.775197453,4624720.725246,2022-05-23 18:00:00
"beta1",439939.678776071,4624653.44236856,2022-05-23 19:00:00
"beta1",441005.295806977,4624128.03447784,2022-05-23 20:00:00
"beta1",440494.588409307,4624451.64485575,2022-05-23 21:00:00
"beta1",440726.809162341,4623834.54527259,2022-05-23 22:00:00
"beta1",439717.608605707,4624154.47792702,2022-05-23 23:00:00
"beta1",439600.984047351,4623508.49520234,2022-05-24 00:00:00
"beta1",441048.861063001,4623775.44684533,2022-05-24 01:00:00
"beta1",441536.651353924,4623535.1591787,2022-05-24 02:00:00
"beta1",441840.116205327,4624360.06919854,2022-05-24 03:00:00
"beta1",441050.595748394,4623665.66331974,2022-05-24 04:00:00
"beta1",440782.824279552,4623327.84390018,2022-05-24 05:00:00
"beta1",441312.592305242,4623661.12908438,2022-05-24 06:00:00
"beta1",441764.926511414,4623065.45242378,2022-05-24 07:00:00
"beta1",441308.485736735,4623139.31210024,2022-05-24 08:00:00
"beta1",441041.916424437,4622687.94773311,2022-05-24 09:00:00
"beta1",440192.547650096,4623128.02993278,2022-05-24 10:00:00
"beta1",440912.252101121,4623337.129938,2022-05-24 11:00:00
"beta1",441324.762342844,4623610.72622162,2022-05-24 12:00:00
"beta1",442222.272310278,4624893.20260998,2022-05-24 13:00:00
"beta1",441433.583991212,4624509.95328361,2022-05-24 14:00:00
"beta1",441561.96325622,4624153.77618664,2022-05-24 15:00:00
"beta1",441640.735065378,4624695.65789832,2022-05-24 16:00:00
"beta1",442887.357764842,4624168.23651567,2022-05-24 17:00:00
"beta1",443544.099252431,4623584.14663323,2022-05-24 18:00:00
"beta1",444097.769942175,4623590.48988657,2022-05-24 19:00:00
"beta1",444025.954413577,4623943.89469313,2022-05-24 20:00:00
"beta1",444580.834338514,4623499.06653073,2022-05-24 21:00:00
"beta1",444619.452047776,4624167.86425111,2022-05-24 22:00:00
"beta1",443866.382128046,4625388.88379393,2022-05-24 23:00:00
"beta1",444315.215580657,4625228.92649119,2022-05-25 00:00:00
"beta1",445771.443596406,4626087.23696087,2022-05-25 01:00:00
"beta1",446748.463961479,4627360.13666171,2022-05-25 02:00:00
"beta1",446635.350554362,4627978.68788565,2022-05-25 03:00:00
"beta1",446994.601617934,4628204.61082036,2022-05-25 04:00:00
"beta1",447628.621087899,4628221.28289718,2022-05-25 05:00:00
"beta1",447413.444141209,4628298.10917026,2022-05-25 06:00:00
"beta1",447067.384221057,4628778.48647905,2022-05-25 07:00:00
"beta1",447392.140419864,4629274.28743814,2022-05-25 08:00:00
"beta1",447716.611461382,4629601.13719753,2022-05-25 09:00:00
"beta1",448166.511861122,4629459.11339936,2022-05-25 10:00:00
"beta1",447513.316821686,4629181.77631232,2022-05-25 11:00:00
"beta1",446932.984209812,4629405.26545217,2022-05-25 12:00:00
"beta1",447199.356578826,4628739.68435381,2022-05-25 13:00:00
"beta1",446302.719774228,4628713.49792707,2022-05-25 14:00:00
"beta1",446356.645722247,4628455.02586336,2022-05-25 15:00:00
"beta1",445985.350340877,4628485.26073801,2022-05-25 16:00:00
"beta1",445729.959504112,4628211.81105282,2022-05-25 17:00:00
"beta1",445567.487763659,4628662.5707207,2022-05-25 18:00:00
"beta1",446056.073368891,4628455.67946211,2022-05-25 19:00:00
"beta1",445147.100507259,4628834.05386857,2022-05-25 20:00:00
"beta1",445904.22681427,4628328.46403399,2022-05-25 21:00:00
"beta1",445824.230258664,4627745.87641969,2022-05-25 22:00:00
"beta1",445352.584362552,4628200.35746995,2022-05-25 23:00:00
"beta1",446276.192299476,4628140.1064463,2022-05-26 00:00:00
"beta1",446043.220069294,4628678.83558576,2022-05-26 01:00:00
"beta1",446098.177548181,4628290.24912775,2022-05-26 02:00:00
"beta1",446225.208158814,4628797.8937786,2022-05-26 03:00:00
"beta1",445967.7100814,4627993.77364762,2022-05-26 04:00:00
"beta1",445697.967192067,4628675.88214618,2022-05-26 05:00:00
"beta1",446057.233134132,4628772.4741174,2022-05-26 06:00:00
"beta1",445674.413901809,4629428.62200829,2022-05-26 07:00:00
"beta1",446964.365618954,4629109.03817253,2022-05-26 08:00:00
"beta1",446719.201940437,4629881.71749175,2022-05-26 09:00:00
"beta1",446634.283179781,4629356.99496946,2022-05-26 10:00:00
"beta1",446145.585945848,4628910.31430992,2022-05-26 11:00:00
"beta1",446752.29774036,4628515.41055064,2022-05-26 12:00:00
"beta1",446066.191582823,4628431.53615713,2022-05-26 13:00:00
"beta1",445695.005143986,4628053.4995279,2022-05-26 14:00:00
"beta1",445108.362545681,4627766.07458956,2022-05-26 15:00:00
"beta1",444767.466451778,4627662.2381999,2022-05-26 16:00:00
"beta1",444869.86704834,4627105.74095775,2022-05-26 17:00:00
"beta1",443399.73945279,4626492.91547418,2022-05-26 18:00:00
"beta1",443887.464731391,4626210.99673811,2022-05-26 19:00:00
"beta1",443244.377428281,4625166.24692166,2022-05-26 20:00:00
"beta1",442893.178490914,4625606.54367193,2022-05-26 21:00:00
"beta1",442493.4864157,4625055.10957968,2022-05-26 22:00:00
"beta1",442641.815723487,4625421.90846246,2022-05-26 23:00:00
"beta1",442917.665361374,4626251.1462848,2022-05-27 00:00:00
"beta1",443373.753100656,4626865.34040166,2022-05-27 01:00:00
"beta1",443210.923739741,4628051.1507292,2022-05-27 02:00:00
"beta1",443932.115592495,4629147.44283302,2022-05-27 03:00:00
"beta1",446044.597849586,4628945.48164297,2022-05-27 04:00:00
"beta1",445724.676752366,4628671.02865993,2022-05-27 05:00:00
"beta1",446056.561878533,4628395.33707203,2022-05-27 06:00:00
"beta1",445893.243752247,4628830.04606437,2022-05-27 07:00:00
"beta1",446118.502941645,4628590.8236619,2022-05-27 08:00:00
"beta1",445879.291965789,4628860.10232809,2022-05-27 09:00:00
"beta1",445948.808478192,4628501.09846462,2022-05-27 10:00:00
"beta1",447297.576951233,4629727.17274436,2022-05-27 11:00:00
"beta1",446912.756660773,4630165.27481339,2022-05-27 12:00:00
"beta1",447017.057079865,4630743.10213736,2022-05-27 13:00:00
"beta1",447843.953129391,4630890.72242867,2022-05-27 14:00:00
"beta1",447667.283939466,4631568.90864159,2022-05-27 15:00:00
"beta1",448063.078968615,4630602.12891467,2022-05-27 16:00:00
"beta1",449292.917011305,4629877.90948653,2022-05-27 17:00:00
"beta1",448938.793200623,4629447.1188598,2022-05-27 18:00:00
"beta1",448602.71896535,4629312.48004428,2022-05-27 19:00:00
"beta1",448015.103110938,4628501.43442633,2022-05-27 20:00:00
"beta1",447557.708459279,4629130.2279335,2022-05-27 21:00:00
"beta1",448043.756407283,4629200.31831132,2022-05-27 22:00:00
"beta1",448788.530189797,4629343.64474744,2022-05-27 23:00:00
"beta1",447806.395168883,4629702.22953602,2022-05-28 00:00:00
"beta1",449037.261430779,4629622.41110873,2022-05-28 01:00:00
"beta1",449315.197056526,4629593.27399982,2022-05-28 02:00:00
"beta1",449342.306506318,4629875.42156997,2022-05-28 03:00:00
"beta1",449133.269075725,4629230.77195965,2022-05-28 04:00:00
"beta1",448812.609265923,4629294.68741767,2022-05-28 05:00:00
"beta1",449163.573798364,4629128.16311503,2022-05-28 06:00:00
"beta1",449868.328540341,4629732.24645156,2022-05-28 07:00:00
"beta1",450018.322691597,4629683.29998516,2022-05-28 08:00:00
"beta1",449429.882699366,4630311.18576762,2022-05-28 09:00:00
"beta1",450387.274925334,4629804.14691063,2022-05-28 10:00:00
"beta1",449760.499219019,4629524.39056443,2022-05-28 11:00:00
"beta1",449854.503039831,4628794.15344992,2022-05-28 12:00:00
"beta1",450287.421523441,4628219.92827491,2022-05-28 13:00:00
"beta1",450222.697091947,4627391.566109,2022-05-28 14:00:00
"beta1",449705.045917315,4627465.69550902,2022-05-28 15:00:00
"beta1",450299.436379776,4627770.79313467,2022-05-28 16:00:00
"beta1",450940.761122318,4627613.38655831,2022-05-28 17:00:00
"beta1",451063.012342481,4627804.55774498,2022-05-28 18:00:00
"beta1",451800.884292583,4627998.62443386,2022-05-28 19:00:00
"beta1",451766.49594614,4628910.57716862,2022-05-28 20:00:00
"beta1",452244.554189699,4628397.0101433,2022-05-28 21:00:00
"beta1",451708.140859939,4629133.16401591,2022-05-28 22:00:00
"beta1",452532.53497229,4629325.90112765,2022-05-28 23:00:00
"beta1",452197.578655062,4628567.2385626,2022-05-29 00:00:00
"beta1",451952.286880072,4628632.15003175,2022-05-29 01:00:00
"beta1",452163.212550134,4628110.49270291,2022-05-29 02:00:00
"beta1",451528.028469884,4627225.46283634,2022-05-29 03:00:00
"beta1",450980.255649802,4627719.9536842,2022-05-29 04:00:00
"beta1",451346.350867051,4627579.37363339,2022-05-29 05:00:00
"beta1",450785.821602396,4627843.69276509,2022-05-29 06:00:00
"beta1",450958.564357792,4627787.9807967,2022-05-29 07:00:00
"beta1",450579.729129064,4627900.99286927,2022-05-29 08:00:00
"beta1",451363.029733459,4627033.0508112,2022-05-29 09:00:00
"beta1",451159.717717276,4627515.42524876,2022-05-29 10:00:00
"beta1",452106.598446356,4628336.36453662,2022-05-29 11:00:00
"beta1",451968.358873112,4628846.62299085,2022-05-29 12:00:00
"beta1",451602.653998937,4629424.35030868,2022-05-29 13:00:00
"beta1",452358.175115223,4629425.35385761,2022-05-29 14:00:00
"beta1",452012.073344165,4630409.83132769,2022-05-29 15:00:00
"beta1",451482.223287,4629603.34218496,2022-05-29 16:00:00
"beta1",450433.523249099,4629137.40380295,2022-05-29 17:00:00
"beta1",450492.053204863,4628047.8352101,2022-05-29 18:00:00
"beta1",449866.08096844,4627650.21105566,2022-05-29 19:00:00
"beta1",449913.505241657,4627474.28190923,2022-05-29 20:00:00
"beta1",449906.528843519,4627784.85994879,2022-05-29 21:00:00
"beta1",450124.17330175,4627760.40412368,2022-05-29 22:00:00
"beta1",449778.331467864,4627473.02528288,2022-05-29 23:00:00
"beta1",449338.822922051,4627241.95633547,2022-05-30 00:00:00
"beta1",449774.681524395,4627920.90836201,2022-05-30 01:00:00
"beta1",449331.457266085,4628257.70406366,2022-05-30 02:00:00
"beta1",449685.195962685,4627805.07385403,2022-05-30 03:00:00
"beta1",449876.357163832,4628826.4545631,2022-05-30 04:00:00
"beta1",449837.868774685,4627833.24194421,2022-05-30 05:00:00
"beta1",450414.540516264,4628141.41659282,2022-05-30 06:00:00
"beta1",450282.556755064,4628694.49577707,2022-05-30 07:00:00
"beta1",449999.745264327,4629183.77725411,2022-05-30 08:00:00
"beta1",450101.61709256,4628954.58014192,2022-05-30 09:00:00
"beta1",449565.839235906,4628698.33479917,2022-05-30 10:00:00
"beta1",449007.55968963,4627600.75967198,2022-05-30 11:00:00
"beta1",448862.438336384,4628008.2580759,2022-05-30 12:00:00
"beta1",448285.261041973,4627524.9252186,2022-05-30 13:00:00
"beta1",448230.563698703,4628008.88216669,2022-05-30 14:00:00
"beta1",448879.731841388,4627751.05086959,2022-05-30 15:00:00
"beta1",449203.562402119,4628557.77921131,2022-05-30 16:00:00
"beta1",449758.605963779,4628797.55558433,2022-05-30 17:00:00
"beta1",449227.232158996,4628061.3476116,2022-05-30 18:00:00
"beta1",449437.582235336,4627447.41536787,2022-05-30 19:00:00
"beta1",449341.500922359,4627231.97019012,2022-05-30 20:00:00
"beta1",448990.850239692,4627252.8188938,2022-05-30 21:00:00
"beta1",449627.988946006,4627465.5412918,2022-05-30 22:00:00
"beta1",450065.898386168,4627709.07390118,2022-05-30 23:00:00
"beta1",449776.603938341,4628404.00288981,2022-05-31 00:00:00
"beta1",451076.114408537,4628319.00125711,2022-05-31 01:00:00
"beta1",452605.176194078,4629006.99182095,2022-05-31 02:00:00
"beta1",453354.054619645,4629117.52327057,2022-05-31 03:00:00
"beta1",453641.347869712,4629657.58109429,2022-05-31 04:00:00
"beta1",453700.821054441,4629881.65027108,2022-05-31 05:00:00
"beta1",453296.6547563,4630033.44739894,2022-05-31 06:00:00
"beta1",453912.282879092,4630257.50130425,2022-05-31 07:00:00
"beta1",454272.279061913,4630615.72660991,2022-05-31 08:00:00
